genre,bpm,rolloff,centroid,rms,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
1,135.99917763157896,5728.6820261101975,3003.3141590573755,0.27823883,110744,28.379997,54.633183,-9.284978,52.71285,0.25774127,15.84135,5.6191325,16.272604,8.8751,9.837075,-1.9048456,6.7875433,-5.1175957
1,117.45383522727273,5204.685194647349,2807.4006440914322,0.23068781,97664,-1.7570559,58.325657,-25.253855,58.436382,5.3631587,14.861132,4.8424153,14.007691,-1.3717393,4.7964334,-6.859312,8.136225,-4.940168
1,117.45383522727273,5771.690099379595,2802.709538660947,0.26126662,98007,32.10384,70.04488,-9.9328165,36.117207,2.0879362,23.287155,1.612406,6.562937,-0.5287692,1.6816274,-0.32748243,6.2412686,1.7548847
1,117.45383522727273,5720.865406709559,2747.205748763312,0.3269588,81200,32.440365,67.83994,-4.528652,48.748943,6.014851,12.025531,0.40173775,11.873352,2.2690275,6.2833233,0.6675006,7.9841647,-2.9773498
1,99.38401442307692,5772.056763829092,2829.268863355782,0.3173074,96388,41.860874,65.58267,-9.422573,45.724064,7.747338,11.8435955,0.8811408,13.443783,1.6249477,9.908883,-2.4543123,10.452831,-4.625018
1,123.046875,5216.885120876064,2887.8744377280245,0.12272584,121694,-63.232803,54.967415,-21.4418,63.964108,9.862679,4.0964537,1.9918032,14.609577,0.55845606,-1.2792287,1.9069598,12.602213,-7.737229
1,112.34714673913044,4621.780386059646,2567.7217795260062,0.26675075,101395,19.851498,75.27666,-47.387444,35.881866,-0.14119405,8.752688,12.9231615,20.431547,2.8207078,11.649058,2.7139962,5.793458,3.489378
1,92.28515625,4878.337168029218,2591.6201922904675,0.30047104,90040,25.805752,73.15641,-27.32119,47.473743,9.532523,13.176259,8.340338,6.126474,5.1006026,6.703562,-8.162775,9.411463,-4.797556
1,184.5703125,4876.0955149175215,2293.589242363762,0.2131172,58887,-52.075317,80.78108,-11.1632,64.206314,9.353085,18.996393,5.455334,14.467011,3.0788686,1.890286,-1.0036519,5.582454,-3.7416742
1,95.703125,5952.655671772204,2759.063878493873,0.34114647,72883,29.486416,65.90399,-9.808958,31.165524,10.626367,20.99596,0.50254107,12.074133,5.142083,11.683723,5.5896297,9.573236,-3.524849
1,161.4990234375,5426.908850891302,2624.1241239020646,0.29961285,86003,36.421505,78.80086,-16.45283,35.189007,3.0699081,10.546515,-1.5046474,14.434439,5.0484495,6.492659,0.782399,10.125387,-6.8708444
1,112.34714673913044,5109.327437929324,2403.1147216072127,0.3171758,78109,39.381042,90.60723,-15.860729,26.487717,2.2685978,23.886078,3.1123657,4.713807,-3.1054935,9.104706,-0.43093023,4.972462,-1.833385
1,112.34714673913044,6126.912951395608,2948.551922083569,0.23965372,119788,42.02134,70.50687,-19.415676,10.409082,-6.597088,7.358822,-6.2256746,18.590826,-0.31091374,5.7566366,-4.7523317,3.9288416,-0.45847577
1,161.4990234375,5727.157035331608,2917.3324358348555,0.22049677,103961,15.545543,64.915695,-15.212655,38.220387,1.8567327,14.609396,3.2025445,6.33275,4.3866286,5.434562,-2.6861062,8.152145,-1.9895426
1,117.45383522727273,5580.616254776993,2710.9036827703458,0.23858832,82038,2.533026,69.48334,-6.9982314,46.498253,1.7339706,14.407269,1.5244101,12.120621,7.8439784,6.10008,3.1465268,6.4135604,2.4808073
1,92.28515625,5935.922439622436,2792.071837454155,0.3182948,92537,47.913815,71.89577,-14.823218,25.68272,10.441662,17.513405,2.7627504,13.150856,3.8435555,8.747828,0.6416161,9.998292,-1.6891661
1,135.99917763157896,5690.082259517705,2777.0400029445163,0.3107615,86798,37.51889,66.07477,-23.073584,27.90078,-2.1531954,21.953207,16.47288,25.99874,5.65754,9.26074,-3.353792,10.525488,-1.1038606
1,117.45383522727273,6162.387736884433,2984.8863789092643,0.3117665,108060,65.94691,67.60543,-15.29517,23.61937,-0.09734907,16.592653,3.2781692,12.667829,1.6635145,7.3059936,-1.7527627,10.019304,0.012476634
1,112.34714673913044,5276.276428411619,2779.126031060295,0.2546823,101555,19.929241,61.184914,-22.990484,56.486103,15.166881,24.516068,3.0542347,8.88691,-0.2184255,7.7298927,-7.0701494,10.041367,-1.3671654
1,112.34714673913044,6603.876733927535,3370.6771025591524,0.12814969,131419,-42.053448,45.070995,4.1936045,49.261707,2.1342387,9.8083315,5.413364,13.269471,-4.884744,3.8297675,-2.0230653,4.798537,-8.379181
1,172.265625,5351.3343078802245,2740.654848998271,0.32150975,93958,38.207996,64.05543,-25.936491,48.134144,11.481589,22.96153,4.7019405,12.9919815,4.5962887,10.926539,0.36052793,8.287953,-2.6119502
1,103.359375,5807.423216639658,2959.5114811832395,0.1074,109196,-75.31086,52.366993,-0.7436612,67.05113,13.713136,6.065249,-0.87012076,5.430104,-8.008376,2.1533668,-5.1244397,-0.5686449,-6.5755453
1,107.666015625,6155.187780421585,2947.7105428726986,0.31922,91452,48.753273,62.72779,-15.9979105,25.027813,7.3025355,20.304924,3.69082,12.740727,4.952163,12.461718,4.7370887,12.699001,2.5419526
1,112.34714673913044,5161.793787339155,2510.748587483879,0.23287322,80183,6.0937333,81.5856,-25.330713,19.864899,-3.3291094,19.79486,4.3603454,6.7060065,1.6101656,7.878926,-0.7638476,11.081093,-0.06345981
1,123.046875,4692.879956130273,2529.157505435184,0.26777294,87305,-0.5427212,68.411606,-37.04878,56.336414,11.218222,21.272255,15.736196,14.250354,6.832637,9.74646,-1.0510536,13.958534,-2.0421011
1,151.99908088235293,5080.8359435468265,2459.3297369794586,0.30095395,66961,9.027234,74.383286,-12.036007,56.106087,5.08265,19.30888,6.1588306,18.659483,8.052161,8.228753,0.21699601,9.64638,-0.0003274262
1,135.99917763157896,6118.238003851829,2883.448474005169,0.34188858,88048,59.86194,67.36379,-16.891985,22.79165,8.749589,22.829079,1.7622358,9.597777,0.6554524,11.876693,-1.3006113,8.818976,1.9161422
1,99.38401442307692,4900.162036057227,2461.284663864961,0.23363754,88214,-1.0000007,85.608376,-22.41282,40.857056,-9.071684,17.346106,5.310724,3.4159915,8.418087,7.400448,0.6230204,11.611421,2.6029139
1,89.10290948275862,5394.825711560323,2666.7218133908036,0.26883546,89056,33.86977,77.78375,-18.289923,27.232288,0.65763277,7.5674047,1.533721,8.566284,4.7872686,10.651281,6.4115853,13.50781,-4.526744
1,103.359375,5711.3487975885255,2733.6007672471974,0.2981557,83046,34.37095,70.03127,-15.052081,30.52988,6.6101346,23.753553,5.1376786,9.8255005,7.2531095,9.283475,3.2440035,8.843784,0.8611321
1,143.5546875,6605.243392330205,3269.3984451755778,0.27231118,113129,30.18797,50.69821,-0.8073663,38.754715,7.0755363,27.90388,6.753122,10.934982,-3.6108115,5.2446856,-7.809269,7.3208356,-2.792364
1,143.5546875,6032.438522669553,3184.054674876787,0.3289111,107518,35.740433,41.882412,-12.265117,53.70038,10.743139,19.114124,3.3556933,7.915216,0.40836033,3.0247524,-2.3308363,6.9539437,-0.85931134
1,172.265625,5694.815564229392,2800.6348153263793,0.109374575,99289,-61.816986,71.70567,-13.281966,42.84109,1.5215734,13.136545,0.52508533,14.719644,-2.4856617,4.1351013,1.1291884,6.019339,-6.162968
1,172.265625,5549.074778837316,2791.9897426935104,0.2335668,87488,-30.188044,55.212086,3.5176575,72.05213,3.4730697,10.277091,4.144437,12.471622,-3.660355,-4.5646305,-0.77755475,4.220159,-6.3136506
1,123.046875,5545.1331360052245,3000.5157486668127,0.10748981,118005,-62.35068,53.653717,-17.756083,61.06192,11.719964,7.266502,1.7329787,7.136971,-4.2709775,2.254525,-1.0044935,9.22511,-4.8977313
1,123.046875,5213.426808454673,2475.140141221501,0.24147896,81148,7.211444,82.71846,-12.874692,38.10373,5.921491,14.634231,2.5025775,15.748574,-2.214047,5.595994,2.0043576,7.0874023,-0.6277495
1,129.19921875,4784.221070469717,2294.9608354830784,0.22697133,74716,-41.620155,91.40606,-15.513834,33.388973,0.0074485093,7.096388,-5.980252,2.855041,-3.933971,4.400764,-4.739902,0.70240974,-8.390903
1,95.703125,6438.911064785701,3120.1507238619974,0.38817033,105201,69.51993,57.12349,-1.4552318,38.242775,8.821237,10.496573,4.157717,11.565112,1.2422905,3.5900238,-1.1806861,5.8236823,0.9947608
2,73.828125,3854.4850257897156,2079.9626079001036,0.11116391,80833,-99.82789,108.60783,-39.27607,24.07377,-4.4664884,3.431744,-8.930622,12.861527,-8.56692,5.0004826,-3.933144,5.222517,-2.028312
2,73.828125,4113.166794909781,1780.5193234006406,0.12319044,43048,-147.36757,113.61572,9.09258,48.508682,9.800531,7.628852,-5.9625525,2.0792005,-9.10139,2.5159628,-8.8738165,2.6549067,-5.072143
2,135.99917763157896,4597.663865222281,2392.665001878634,0.11401333,86324,-99.74014,81.65583,-29.919256,21.948479,3.1680303,8.011821,-0.21916686,6.5634904,-11.556973,-4.375814,-5.2591996,-5.456112,-5.324528
2,112.34714673913044,4698.521588682759,2324.591178733259,0.1974376,79532,-37.895126,89.74351,-15.013724,39.85704,-1.3227665,3.7944167,-0.04973222,4.224059,-1.2031115,4.6159077,1.5351243,1.5356386,-3.629244
2,135.99917763157896,3557.836819580834,1762.3154458437066,0.13672498,49016,-112.59452,115.158745,-9.931356,26.196491,12.237621,3.2218213,-3.5335925,6.398448,-12.887654,0.6975538,-7.7798486,0.86493,-9.633619
2,107.666015625,5520.658284001306,2693.361817793387,0.07574138,93061,-127.206406,70.55441,-9.366054,40.480125,2.9929526,6.495551,-7.55611,10.718833,-9.227323,4.256314,-9.112292,-0.120186776,-11.820511
2,95.703125,2400.002154181985,1245.2652623360832,0.2041205,37169,-144.49495,161.59122,34.329037,-8.137989,15.169372,1.2081096,-13.986881,4.9966607,-19.727316,1.6707015,-19.06225,-2.9847386,-9.793629
2,103.359375,2975.932004946304,1620.2149366751066,0.04053352,69897,-267.4404,130.76968,-30.890594,46.67329,4.1043706,6.604329,-10.717858,10.490422,-1.3223218,4.660757,-4.100328,0.9436043,-0.55778843
2,117.45383522727273,2665.3672162224266,1462.5069188359355,0.17799911,58992,-107.47751,147.08142,-44.536373,37.20835,0.8387293,12.433436,-9.616578,7.7342224,-3.5172298,0.7379259,-3.8201802,-2.1655915,-5.3901095
2,117.45383522727273,2962.6654185008706,1512.286985588541,0.07319159,46420,-211.03667,135.68106,-24.635761,18.268776,-4.930543,21.371403,8.883032,-0.32474455,-11.453399,1.0887591,-15.611878,-1.9255774,-15.819339
2,92.28515625,5328.58444544553,2494.360000912193,0.13826527,75768,-85.55275,79.28642,-4.746217,43.836914,-5.641085,28.96113,-6.586443,12.303794,0.7155623,-1.9462698,-7.944331,2.517273,-7.569407
2,112.34714673913044,4616.930415386755,2266.2922285793275,0.19020858,84533,-42.833107,92.85962,-17.280954,29.202179,6.6982875,14.259257,-1.5008284,5.3424435,-0.8150426,7.0615296,-5.757854,4.8581495,-2.3755822
2,99.38401442307692,2838.8245006832913,1448.895168606143,0.10595947,42747,-210.59941,123.26593,-8.008703,45.664104,9.192266,4.5540004,3.955496,-6.9410005,-14.652736,4.8587074,0.35647357,-2.9193997,-1.3331323
2,129.19921875,3110.431191648123,1531.7180215921494,0.02120816,38163,-375.8411,121.139595,-15.156118,33.329365,5.697948,-11.53211,-2.413828,-5.930451,-10.854685,-7.75078,-4.254195,1.375008,-15.59461
2,123.046875,4662.438473539087,2058.22028817804,0.16575569,52406,-77.541115,102.38523,-0.7329352,24.445072,3.839114,16.102758,5.8012257,11.815867,0.5411647,3.2789824,-3.9194593,10.447196,-2.5956929
2,78.30255681818181,4729.246402894011,2163.1807751560787,0.14786236,60655,-98.113205,91.04787,-0.5924276,38.52403,8.5724125,11.597134,-9.936364,5.2130423,-13.467291,6.146048,-6.482848,8.759201,-3.4924653
2,89.10290948275862,2118.762188134917,1250.673461395007,0.09661989,58417,-244.27971,163.29424,-56.144554,6.425279,14.522839,-10.647402,-3.885883,-2.4796839,-0.68019336,-4.8547077,-1.8459008,3.4435112,-2.7436173
2,99.38401442307692,2394.052190160604,1257.415908740844,0.12629256,37735,-172.37569,150.95554,-7.1482334,24.700155,10.209276,-9.056267,-3.971103,-0.504698,-2.943317,1.8062357,-9.903433,4.0909677,-5.683861
2,161.4990234375,3568.3450893720974,1658.5636459270827,0.055690374,44950,-253.2316,103.208374,-10.470752,44.69147,-6.4640665,12.777615,-2.2737334,6.6869793,-17.452713,1.6939067,-15.354332,-17.84564,-5.7512846
2,86.1328125,3901.309742647059,1982.2400325458163,0.12879053,68631,-100.158066,107.50803,-28.962353,48.740112,-0.10064941,10.193427,-4.416523,3.420888,-13.388225,10.384749,-10.110318,-0.08288191,-5.8552217
2,151.99908088235293,2225.269877430824,1157.6444167625743,0.11627163,30423,-229.34665,139.14992,0.08844731,53.35479,5.8411455,-0.8980742,11.470321,9.071172,-10.362294,2.9519527,-10.489898,3.5563602,-0.86756843
2,129.19921875,1972.0380753555535,1040.2071634696986,0.12855755,26291,-223.14401,150.5567,25.126177,21.473825,3.0042202,21.450016,4.2911816,18.396826,5.010382,1.5594457,-1.452625,-0.24077025,1.1267443
2,112.34714673913044,5963.188941412297,2784.5030210027294,0.09771965,86075,-118.653404,73.364876,-1.854694,9.543783,-0.118803374,9.671399,-5.917352,2.3279371,-19.173868,-6.984153,-2.9830604,-0.28928086,-9.197763
2,143.5546875,3660.727864079431,1731.76153980861,0.10238678,53657,-202.58026,109.21737,8.647572,59.53831,13.832346,3.9925086,6.5238223,8.116723,4.1122584,4.331118,-5.343147,3.3232052,-1.6400828
2,184.5703125,3532.7286380732394,1824.7803117172164,0.13483086,53826,-164.61856,109.80921,-7.7694798,17.32177,2.9647102,6.552972,0.5734889,6.147377,-2.3104448,-3.9389195,-10.070848,-1.8594289,-12.192028
2,143.5546875,4986.06151663482,2622.8373922251135,0.06319354,106910,-185.32953,63.130005,-13.605945,57.39536,10.845091,10.941004,-5.973287,13.749696,5.095875,-0.11383057,-5.013305,12.484476,-2.0975165
2,83.35433467741936,2726.283514536571,1437.971635980473,0.06460126,55604,-237.72641,150.4755,-45.637806,51.212666,-13.143845,-6.3403955,-8.337846,-17.341497,-11.2457695,-6.8494506,-11.6389,-5.517646,-12.206205
2,123.046875,2637.017387649961,1355.695474867638,0.11462374,46857,-199.25055,146.69865,-48.35941,42.919582,5.406783,-6.6583104,2.2879736,-8.95512,-27.01285,-7.8067775,0.24451108,-15.742638,-10.868125
2,161.4990234375,2326.6025980190598,1204.3312812320614,0.08103779,45597,-221.79842,161.21053,-36.553364,39.164246,-4.3519316,-4.4078026,1.4810861,-11.10383,-0.24664387,-4.9789577,-3.3660128,-0.017430544,-6.2924595
2,123.046875,2514.1181308049536,1269.561018073557,0.07313905,39737,-219.72905,151.44406,-5.4510283,30.018667,-5.811437,3.1611514,-6.2436485,-5.4037805,1.0778153,7.4761634,-2.8431392,7.2422056,-5.3655596
2,80.74951171875,3364.6129879789087,1673.8002540196128,0.08440637,63347,-172.81644,133.4967,-37.727077,58.97869,-14.704951,9.277679,-12.259185,3.9842865,-8.944323,4.509994,-4.7053013,6.2842245,-0.813617
2,107.666015625,2404.2521284829722,1276.2363801078898,0.10338847,43996,-189.48943,161.15576,-22.184515,30.535881,-24.016575,20.196682,-7.9035907,4.9773455,-9.931056,-4.782503,-4.2647295,-0.08774947,-8.308826
